23,10,13,9,16,5,16,9,24,25,11,17,5,23,3,16,13,13,23,25|5
10,13,9,16,5,16,9,24,25,11,17,5,23,3,16,13,13,23,25,5|12
13,9,16,5,16,9,24,25,11,17,5,23,3,16,13,13,23,25,5,12|14
9,16,5,16,9,24,25,11,17,5,23,3,16,13,13,23,25,5,12,14|12
16,5,16,9,24,25,11,17,5,23,3,16,13,13,23,25,5,12,14,12|20
5,16,9,24,25,11,17,5,23,3,16,13,13,23,25,5,12,14,12,20|8
16,9,24,25,11,17,5,23,3,16,13,13,23,25,5,12,14,12,20,8|11
9,24,25,11,17,5,23,3,16,13,13,23,25,5,12,14,12,20,8,11|15
24,25,11,17,5,23,3,16,13,13,23,25,5,12,14,12,20,8,11,15|17
25,11,17,5,23,3,16,13,13,23,25,5,12,14,12,20,8,11,15,17|6
11,17,5,23,3,16,13,13,23,25,5,12,14,12,20,8,11,15,17,6|16
17,5,23,3,16,13,13,23,25,5,12,14,12,20,8,11,15,17,6,16|6
